	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_5527	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	gwangyangensis
ASV_5528	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus	NA
ASV_5529	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5530	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5531	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA
ASV_5532	Bacteria	Proteobacteria	Gammaproteobacteria	HgCo23	NA	NA	NA
ASV_5533	Eukaryota	Protalveolata	Syndiniales	Syndiniales_or	NA	NA	NA
ASV_5534	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV_5535	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV_5536	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV_5537	Eukaryota	Protalveolata	Syndiniales	Syndiniales_or	Syndiniales_Group_II	NA	NA
ASV_5538	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV_5539	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5540	Eukaryota	Arthropoda	Maxillopoda	Calanoida	NA	NA	NA
ASV_5541	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV_5542	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB	NA
ASV_5543	Eukaryota	Discoba_ph	Discoba_cl	Jakobida	NA	NA	NA
ASV_5544	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_Incertae_Sedis	Constrictibacter	NA
ASV_5545	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV_5546	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	NA	NA
ASV_5547	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NA	NA
ASV_5548	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV_5549	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	marinus
ASV_5550	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5551	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_5552	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5553	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV_5554	Eukaryota	Cercozoa	Chlorarachniophyta	Chlorarachniophyta_or	Chlorarachniophyta_fa	Bigelowiella	NA
ASV_5555	Eukaryota	Chlorophyta_ph	Prasinophytae	NA	NA	NA	NA
ASV_5556	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV_5557	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV_5558	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
ASV_5559	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Stakelama	pacifica
ASV_5560	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5561	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group	NA
ASV_5562	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5563	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas	NA
ASV_5564	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Gymnodinium_clade	Lepidodinium	NA
ASV_5565	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
ASV_5566	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV_5567	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5568	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	NA
ASV_5569	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	NA
ASV_5570	Eukaryota	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_5571	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	NA
ASV_5572	Eukaryota	Cercozoa	Incertae_Sedis	Incertae_Sedis_or	Incertae_Sedis_fa	Gymnophrys	NA
ASV_5573	Eukaryota	Protalveolata	Syndiniales	Syndiniales_or	Syndiniales_Group_I	NA	NA
ASV_5574	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_5575	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5576	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV_5577	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA	NA
ASV_5578	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5579	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	NA
ASV_5580	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5581	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Gymnodinium_clade	Erythropsidinium	NA
ASV_5582	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV_5583	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Gymnodinium_clade	Gyrodiniellum	NA
ASV_5584	Eukaryota	Incertae_Sedis_ph	Incertae_Sedis_cl	Incertae_Sedis_or	Incertae_Sedis_fa	Telonema	NA
ASV_5585	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_5586	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV_5587	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_5588	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV_5589	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group	NA
ASV_5590	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV_5591	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV_5592	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	MWH-UniP1_aquatic_group	NA	NA
ASV_5593	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV_5594	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA	NA
ASV_5595	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV_5596	Eukaryota	Protalveolata	Syndiniales	Syndiniales_or	Syndiniales_Group_II	NA	NA
ASV_5597	Eukaryota	Prymnesiophyceae	NA	NA	NA	NA	NA
ASV_5598	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_5599	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA
ASV_5600	Eukaryota	Cercozoa	Incertae_Sedis	Incertae_Sedis_or	Incertae_Sedis_fa	Gymnophrys	NA
ASV_5601	Eukaryota	Cercozoa	Incertae_Sedis	Incertae_Sedis_or	Incertae_Sedis_fa	Gymnophrys	NA
ASV_5602	Eukaryota	Cercozoa	NA	NA	NA	NA	NA
ASV_5603	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zunongwangia	NA
ASV_5604	Eukaryota	Cercozoa	Incertae_Sedis	Incertae_Sedis_or	Incertae_Sedis_fa	Gymnophrys	NA
ASV_5605	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulforhopalus	NA
ASV_5606	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA	NA
ASV_5607	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5608	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5609	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5610	Eukaryota	Protalveolata	Syndiniales	Syndiniales_or	Syndiniales_Group_II	NA	NA
ASV_5611	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacterium	NA
ASV_5612	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_III	NA	NA
ASV_5613	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV_5614	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5615	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5616	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	NA
ASV_5617	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus	NA
ASV_5618	Eukaryota	MAST-12	MAST-12A	NA	NA	NA	NA
ASV_5619	Eukaryota	Protalveolata	Syndiniales	Syndiniales_or	Syndiniales_Group_II	NA	NA
ASV_5620	Eukaryota	Chlorophyta_ph	NA	NA	NA	NA	NA
ASV_5621	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	NA
ASV_5622	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV_5623	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Leucothrix	NA
ASV_5624	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV_5625	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_5626	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5627	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_5628	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV_5629	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group	NA
ASV_5630	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_5631	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5632	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV_5633	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_5634	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	NA	NA	NA
ASV_5635	Eukaryota	Ciliophora	Intramacronucleata	Conthreep	Oligohymenophorea	Zoothamnium	NA
ASV_5636	Eukaryota	Cercozoa	Chlorarachniophyta	Chlorarachniophyta_or	Chlorarachniophyta_fa	Bigelowiella	NA
ASV_5637	Eukaryota	MAST-3	MAST-3C	NA	NA	NA	NA
ASV_5638	Eukaryota	Protalveolata	Syndiniales	Syndiniales_or	Syndiniales_Group_I	NA	NA
ASV_5639	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV_5640	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5641	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_5642	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5643	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_5644	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV_5645	Eukaryota	Protalveolata	Syndiniales	Syndiniales_or	Syndiniales_Group_II	NA	NA
ASV_5646	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	NA
ASV_5647	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophaga	NA
ASV_5648	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	NA
ASV_5649	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Candidatus_Endobugula	NA
ASV_5650	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	marina
ASV_5651	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5652	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	NA
ASV_5653	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium	NA
ASV_5654	Eukaryota	Cercozoa	Incertae_Sedis	Incertae_Sedis_or	Incertae_Sedis_fa	Gymnophrys	NA
ASV_5655	Eukaryota	Chlorophyta_ph	Prasinophytae	NA	NA	NA	NA
ASV_5656	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	NA
ASV_5657	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_5658	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV_5659	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5660	Eukaryota	Protalveolata	Syndiniales	Syndiniales_or	Syndiniales_fa	Amoebophrya	NA
ASV_5661	Eukaryota	Cercozoa	NA	NA	NA	NA	NA
ASV_5662	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5663	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5664	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	NA
ASV_5665	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pseudofulvibacter	NA
ASV_5666	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	NA
ASV_5667	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5668	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV_5669	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_5670	Eukaryota	MAST-3	MAST-3K	NA	NA	NA	NA
ASV_5671	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5672	Eukaryota	Ciliophora	Intramacronucleata	Spirotrichea	Choreotrichia	Strombidinopsis	NA
ASV_5673	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas	NA
ASV_5674	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_5675	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
ASV_5676	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA	NA
ASV_5677	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	NA
ASV_5678	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	NA
ASV_5679	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	NA
ASV_5680	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA	NA
ASV_5681	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV_5682	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_5683	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_5684	Eukaryota	Prymnesiophyceae	Prymnesiophyceae_cl	Prymnesiales	NA	NA	NA
ASV_5685	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group	NA
ASV_5686	Eukaryota	Protalveolata	Syndiniales	NA	NA	NA	NA
ASV_5687	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5688	Eukaryota	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_5689	Eukaryota	Protalveolata	Syndiniales	Syndiniales_or	Syndiniales_fa	Amoebophrya	NA
ASV_5690	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5691	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_5692	Eukaryota	Ciliophora	Intramacronucleata	Conthreep	Phyllopharyngea	Pithites	NA
ASV_5693	Eukaryota	Protalveolata	Syndiniales	Syndiniales_or	Syndiniales_Group_I	NA	NA
ASV_5694	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV_5695	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	JL-ETNP-F27	NA
ASV_5696	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	NA
ASV_5697	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantivirga	NA
ASV_5698	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_5699	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV_5700	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313	NA
ASV_5701	Eukaryota	Protalveolata	Syndiniales	Syndiniales_or	Syndiniales_Group_I	NA	NA
ASV_5702	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV_5703	Eukaryota	MAST-3	MAST-3I	NA	NA	NA	NA
ASV_5704	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA	NA
ASV_5705	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_5706	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	NA
ASV_5707	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
ASV_5708	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_5709	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5710	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5711	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	NA
ASV_5712	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	R76-B128	NA
ASV_5713	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Marinobacteraceae	Marinobacter	NA
ASV_5714	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV_5715	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5716	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_IV	NA	NA
ASV_5717	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	NA	NA	NA
ASV_5718	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5719	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5720	Eukaryota	Incertae_Sedis_ph	Incertae_Sedis_cl	Incertae_Sedis_or	Incertae_Sedis_fa	Telonema	NA
ASV_5721	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5722	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_5723	Eukaryota	Protalveolata	Syndiniales	Syndiniales_or	Syndiniales_fa	Amoebophrya	NA
ASV_5724	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_5725	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus	NA
ASV_5726	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	NA	NA	NA
ASV_5727	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aliiroseovarius	NA
ASV_5728	Eukaryota	Cryptophyceae_ph	Cryptophyceae_cl	Cryptomonadales	NA	NA	NA
ASV_5729	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5730	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5731	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	NA
ASV_5732	Eukaryota	Protalveolata	Syndiniales	Syndiniales_or	Syndiniales_fa	Amoebophrya	NA
ASV_5733	Eukaryota	Protalveolata	Syndiniales	Syndiniales_or	Syndiniales_fa	Amoebophrya	NA
ASV_5734	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Salinirepens	NA
ASV_5735	Eukaryota	Ochrophyta_ph	Chrysophyceae	Ochromonadales	Ochromonadales_fa	Paraphysomonas	NA
ASV_5736	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_5737	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7_marine_group	NA	NA
ASV_5738	Eukaryota	Protalveolata	Syndiniales	Syndiniales_or	NA	NA	NA
ASV_5739	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV_5740	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_5741	Eukaryota	Ciliophora	Intramacronucleata	Conthreep	Nassophorea	Colpodidium	NA
ASV_5742	Eukaryota	Mollusca	Bivalvia	Veneroida	NA	NA	NA
ASV_5743	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	NA
ASV_5744	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5745	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Gymnodinium_clade	Gymnodinium	NA
ASV_5746	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5747	Bacteria	Proteobacteria	Gammaproteobacteria	MBAE14	NA	NA	NA
ASV_5748	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Congregibacter	NA
ASV_5749	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV_5750	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salinimicrobium	NA
ASV_5751	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5752	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira	NA
ASV_5753	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV_5754	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	NA	NA
ASV_5755	Bacteria	Margulisbacteria	NA	NA	NA	NA	NA
ASV_5756	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV_5757	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_5758	Eukaryota	Diatomea	Mediophyceae	Mediophyceae_or	Mediophyceae_fa	Skeletonema	NA
ASV_5759	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5760	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5761	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_5762	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5763	Eukaryota	Prymnesiophyceae	Prymnesiophyceae_cl	Prymnesiophyceae_or	Prymnesiophyceae_fa	Phaeocystis	NA
ASV_5764	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	NA
ASV_5765	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquibacter	NA
ASV_5766	Eukaryota	Peronosporomycetes	NA	NA	NA	NA	NA
ASV_5767	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5768	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tateyamaria	NA
ASV_5769	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	marincola
ASV_5770	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5771	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus	NA
ASV_5772	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	NA
ASV_5773	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	atypica
ASV_5774	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	NA	NA
ASV_5775	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5776	Eukaryota	Cercozoa	NA	NA	NA	NA	NA
ASV_5777	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5778	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV_5779	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales_fa	Tissierella	NA
ASV_5780	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	prausnitzii
ASV_5781	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7_marine_group	NA	NA
ASV_5782	Eukaryota	Cercozoa	Incertae_Sedis	Incertae_Sedis_or	Incertae_Sedis_fa	Gymnophrys	NA
ASV_5783	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5784	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_5785	Eukaryota	Prymnesiophyceae	Prymnesiophyceae_cl	Prymnesiales	Prymnesiales_fa	Prymnesium	NA
ASV_5786	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA
ASV_5787	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5788	Eukaryota	Cercozoa	NA	NA	NA	NA	NA
ASV_5789	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV_5790	Eukaryota	NA	NA	NA	NA	NA	NA
