	1_MV294.R1	1_MV302.R1	1_MV326.R1	1_MV363A.R1	2_MV254.R1	2_MV257.R1	2_MV259.R1	2_MV262.R1	2_MV265.R1	2_MV267.R1	2_MV271.R1	2_MV273.R1	2_MV275.R1	2_MV278.R1	2_MV280.R1	2_MV282.R1	2_MV287.R1	2_MV289.R1	2_MV294.R1	2_MV296.R1	2_MV302.R1	2_MV304.R1	2_MV306.R1	2_MV308.R1	2_MV310.R1	2_MV312.R1	2_MV314.R1	2_MV316.R1	2_MV318.R1	2_MV320.R1	2_MV322.R1	2_MV325.R1	2_MV327.R1	2_MV329.R1	2_MV331.R1	2_MV333.R1	2_MV336.R1	2_MV338.R1	2_MV340.R1	2_MV342.R1	2_MV344.R1	2_MV347.R1	2_MV349.R1	2_MV351.R1	2_MV353.R1	2_MV355.R1	2_MV357.R1	2_MV359.R1	2_MV361.R1	2_MV363A.R1	2_MV364.R1	2_MV366.R1	2_MV368.R1	2_MV371.R1	2_MV373.R1	2_MV375.R1	2_MVM2.R1	3_258.R1	3_260.R1	3_261.R1	3_263.R1	3_266.R1	3_270.R1	3_272.R1	3_274.R1	3_276.R1	3_279.R1	3_281.R1	3_286.R1	3_288.R1	3_290.R1	3_295.R1	3_300.R1	3_303.R1	3_305.R1	3_307.R1	3_309.R1	3_311.R1	3_313.R1	3_315.R1	3_317.R1	3_319.R1	3_321.R1	3_323.R1	3_324.R1	3_326.R1	3_328.R1	3_330.R1	3_332.R1	3_335.R1	3_337.R1	3_339.R1	3_341.R1	3_343.R1	3_348.R1	3_350.R1	3_352.R1	3_354.R1	3_356.R1	3_358.R1	3_360.R1	3_362.R1	3_363B.R1	3_365.R1	3_367.R1	3_369.R1	3_370.R1	3_372.R1	3_374.R1	3_M1.R1	4_MV260_R1.fastq	4_MV294_R1.fastq	4_MV302_R1.fastq	4_MV317_R1.fastq	4_MV326_R1.fastq	4_MV363A_R1.fastq	5_263B_R1.fastq	5_325A_R1.fastq	5_336A_R1.fastq	5_337B_R1.fastq	5_339A_R1.fastq	5_357B_R1.fastq	5_358B_R1.fastq	5_376_R1.fastq	5_377_R1.fastq	5_378_R1.fastq	5_379_R1.fastq	5_380_R1.fastq	5_381_R1.fastq	5_382_R1.fastq	5_383_R1.fastq	5_384_R1.fastq	5_385_R1.fastq	5_386_R1.fastq	5_387_R1.fastq	5_388_R1.fastq	5_389_R1.fastq	5_390_R1.fastq	5_391_R1.fastq	5_392_R1.fastq	5_393_R1.fastq	5_C10N10P_R1.fastq	5_C10N7P_R1.fastq	5_C11N11P_R1.fastq	5_C11N5P_R1.fastq	5_C11N7P_R1.fastq	5_C13N10P_R1.fastq	5_C13N7P_R1.fastq	5_C15N10P_R1.fastq	5_C15N7P_R1.fastq	5_C17N10P_R1.fastq	5_C17N5P_R1.fastq	5_C17N8P_R1.fastq	5_C1N2P_R1.fastq	5_C1N5P_R1.fastq	5_C1N5V_R1.fastq	5_C2N4P_R1.fastq	5_C2N4V_R1.fastq	5_C2N5P_R1.fastq	5_C2N7P_R1.fastq	5_C2N7V_R1.fastq	5_C3N12P_R1.fastq	5_C3N4P_R1.fastq	5_C3N9P_R1.fastq	5_C4N10P_R1.fastq	5_C4N4-6P_R1.fastq	5_C4N4-6V_R1.fastq	5_C4N7P_R1.fastq	5_C7N10-11P_R1.fastq	5_C7N3-4P_R1.fastq	5_C7N7-6V_R1.fastq	5_C7N7P_R1.fastq	5_C8N5P_R1.fastq	5_C8N7P_R1.fastq	5_C8N9P_R1.fastq	5_C9N12P_R1.fastq	5_C9N5P_R1.fastq	5_C9N8P_R1.fastq	5_MVBUCKETP_R1.fastq	5_MVBUCKETV_R1.fastq	6_308_R1.fastq	6_309_R1.fastq	6_310_R1.fastq	6_338_R1.fastq	6_394_R1.fastq	6_395_R1.fastq	6_396_R1.fastq	6_397_R1.fastq	6_398_R1.fastq	6_399_R1.fastq	6_400Milli_R1.fastq	6_400Ster_R1.fastq	6_DockA_R1.fastq	6_DockB_R1.fastq	6_SynCommunityA_R1.fastq	6_SynCommunityB_R1.fastq	6_SynCommunityC_R1.fastq	6_SynCommunityD_R1.fastq
ASV_21	430	466	144	216	504	4605	1368	1754	138	0	201	482	1851	1961	2006	1368	2017	735	437	196	617	3718	3196	146	0	0	407	482	714	1090	709	200	0	444	1482	1176	171	141	0	330	176	293	3005	2523	464	1470	0	0	0	224	0	0	682	1056	4080	2867	292	382	1187	981	107	0	0	0	511	1245	483	584	1574	546	354	185	778	1167	5590	533	0	118	212	207	137	802	1142	753	469	85	104	377	392	1319	113	0	107	158	824	1443	995	1026	110	0	0	0	115	149	723	247	311	1101	1193	2338	2004	559	711	482	165	191	147	201	160	166	0	65	55	3589	512	56	79	67	218	156	428	780	1168	1634	1245	1785	1070	1166	229	296	177	541	1478	388	538	378	402	226	1156	314	0	89	443	400	78	167	236	217	168	223	233	415	66	1348	455	358	287	678	1452	237	608	764	29	875	889	465	716	545	675	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_22	1449	0	225	0	0	0	135	4415	2660	436	0	0	0	0	0	0	73	4361	2295	234	0	0	1492	2268	1706	126	0	156	0	0	0	2246	0	85	0	0	4431	3483	1117	215	0	0	0	67	0	2828	5972	3703	509	0	92	104	0	0	0	161	0	0	224	90	2328	209	36	0	0	0	0	0	0	216	1102	582	0	0	0	4081	607	602	142	64	0	0	0	99	2268	233	0	53	0	485	1878	2001	40	352	79	0	35	157	5969	4010	209	174	0	0	0	0	0	0	0	0	386	1866	0	0	373	0	3441	1800	4556	2688	2667	5649	5413	319	5139	2358	2755	0	180	53	0	0	71	41	144	107	182	7104	0	1754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23	549	0	5340	0	0	0	0	0	1669	0	0	0	0	0	0	0	0	376	654	0	0	0	0	1081	0	0	0	0	0	0	0	4482	0	0	0	0	8215	1338	0	0	0	0	0	0	0	0	10637	972	0	0	0	0	0	0	0	0	0	0	0	0	901	725	0	0	0	0	0	0	0	0	151	0	0	0	0	713	8860	0	0	0	0	0	0	0	0	4383	0	0	0	0	1433	0	0	0	0	0	0	0	1993	4072	0	0	0	0	0	0	0	0	0	0	0	1172	0	0	4874	0	1904	4570	8737	2275	24	11309	8757	0	145	2714	3534	1008	0	0	0	0	0	0	0	0	0	21	247	8878	5054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24	627	174	0	643	0	1852	473	1252	177	1446	353	612	429	1206	5328	365	1502	3718	968	713	208	271	1257	719	244	713	393	765	116	686	2105	181	146	1399	743	723	70	0	0	436	573	0	217	492	1114	2043	414	637	1106	818	783	1744	493	316	491	716	0	3736	512	310	80	0	179	388	156	218	1356	340	985	1131	1339	110	45	178	672	1156	94	361	945	384	183	132	588	1040	685	0	103	336	3487	411	0	64	182	527	149	289	1468	1068	1076	802	281	987	446	234	221	660	5645	199	578	138	664	837	230	508	0	689	164	202	81	109	75	423	1094	1340	840	619	796	0	898	636	90	0	1107	2340	763	926	2100	1082	0	136	140	0	0	0	0	0	114	142	0	0	0	0	0	11170	0	2594	75	144	233	398	328	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	108	410	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25	4043	0	2292	0	0	0	0	0	1221	0	0	0	0	0	0	0	0	0	6603	0	0	0	0	0	1067	0	0	0	0	0	0	5544	0	0	0	0	797	1552	0	0	0	0	0	0	0	0	18354	2715	3280	0	0	0	0	0	0	0	0	0	0	0	229	205	0	0	0	0	0	0	0	0	272	303	0	0	0	589	1840	1108	0	0	0	0	0	0	0	2558	0	0	0	0	1012	782	0	0	0	0	0	0	1854	1448	1253	1964	0	0	0	0	0	0	0	0	0	5713	0	0	3238	0	287	5476	865	1496	1008	18198	1829	0	1701	428	1233	0	120	0	0	0	0	0	0	0	0	3778	0	6982	1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26	0	316	0	0	488	3658	2187	0	0	0	452	882	1006	1019	787	1246	646	0	0	0	614	1574	0	0	0	0	0	933	451	1250	0	0	0	0	1577	1185	0	0	0	0	703	1213	1495	2236	1034	0	0	0	0	0	0	525	1163	3050	7660	3022	0	1097	807	878	0	0	0	144	462	438	309	772	1582	463	0	0	0	911	1436	0	0	0	0	356	230	406	418	2412	0	0	0	228	1431	0	0	0	0	296	1303	759	1167	279	0	0	0	0	0	183	1028	1324	1123	3204	2679	20	1315	0	470	575	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	416	669	705	1231	1322	1197	2396	0	0	0	0	162	668	650	64	470	716	541	696	236	35	44	159	4696	598	1764	1697	2033	1195	1188	1110	321	116	756	133	392	833	350	800	117	146	389	0	848	596	1298	670	1378	1642	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27	0	546	0	787	0	2972	2620	796	0	0	519	0	1055	1126	1966	2644	1398	0	0	0	51	1869	980	0	0	0	1400	0	42	86	0	0	0	711	101	89	0	0	0	1171	736	0	557	115	67	846	0	0	0	738	0	0	0	2534	2711	2041	0	856	998	1306	0	0	455	340	670	699	869	1557	1815	596	233	149	577	622	1471	445	0	252	543	601	0	608	373	802	399	0	459	373	1525	351	0	0	248	370	296	377	1358	734	0	0	0	250	295	291	929	374	404	1720	938	445	1670	406	761	714	161	795	0	223	0	0	0	0	0	1662	335	0	231	305	1022	765	831	705	738	1192	1213	1347	1080	366	333	789	148	398	1138	625	564	540	878	479	940	253	0	128	263	2104	386	966	1784	1787	1171	1589	1475	338	200	1164	320	845	747	709	890	480	386	465	43	1169	993	1176	835	1336	1189	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28	0	0	13194	0	0	0	0	0	7525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1607	0	0	0	0	0	0	1896	0	0	0	0	2957	1720	0	0	0	0	0	0	0	0	222	211	0	0	0	0	0	0	0	0	0	0	0	0	3083	1412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	215	0	0	0	0	0	0	0	10289	0	0	0	0	1465	3063	0	0	0	0	0	0	0	1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15736	0	6620	1872	3081	2228	6559	220	2680	0	577	847	537	0	0	0	0	0	0	0	0	0	0	0	719	3609	13451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6345	18964	155	0	446	0	43	5584	0	0	0	1380	0	0	0	0	0	0	0	0	1295	0	2088	4364	0	0	15851	13368	0	7251	10276	0	8208	8825	0	1507	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_30	890	1144	81	493	0	349	299	699	0	128	0	0	194	476	4201	189	0	148	0	173	1366	180	1260	0	643	0	0	0	0	247	1689	0	360	2032	204	174	480	139	0	240	1081	163	0	286	0	200	217	0	133	0	138	351	164	0	396	316	0	3852	1413	794	627	811	510	1428	868	1327	2842	1565	2967	1249	1135	1212	280	1047	1035	887	145	1607	805	718	727	997	965	1511	461	110	513	774	2889	270	615	173	799	698	1303	846	2349	797	745	239	961	820	864	713	794	1652	3676	1403	1959	0	206	558	0	921	0	0	0	0	0	0	0	0	0	448	0	0	1226	0	1028	0	0	0	331	641	464	0	656	0	0	606	0	0	0	382	0	0	1161	344	502	327	0	0	0	7012	0	1648	781	1145	220	263	174	0	0	912	0	0	203	0	0	0	0	0	0	0	0	0	0	763	171	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_31	235	15	364	477	3846	70	95	843	3220	1249	75	0	0	115	0	0	0	607	366	1323	0	0	260	603	1767	926	224	293	35	0	0	1013	1144	487	0	49	1671	3456	992	687	206	0	0	335	0	318	8473	4141	2221	584	125	188	0	0	398	429	0	0	202	42	674	2224	180	21	0	16	11	0	76	76	181	835	49	0	157	417	804	1007	623	127	21	30	0	37	378	314	467	56	0	180	1392	1804	493	174	18	0	0	0	311	2525	975	870	149	49	37	11	0	14	104	329	421	293	0	0	446	478	909	1039	1714	2122	2285	9297	3553	83	1195	713	1157	0	4756	923	0	0	96	52	62	87	94	2452	0	3817	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_32	328	1284	270	488	0	936	992	1013	340	449	615	957	650	760	697	1095	1127	729	418	351	1791	504	725	199	78	217	596	0	282	837	801	471	361	334	1189	834	347	309	40	597	796	687	1142	901	1126	1105	248	88	295	465	704	411	731	1118	785	1495	0	741	733	710	158	94	281	344	479	370	410	422	1154	430	278	193	361	382	476	314	94	138	166	447	119	424	359	728	598	219	369	326	960	433	131	43	373	343	471	707	426	543	233	107	161	188	358	345	821	345	220	414	645	217	1299	528	1933	212	321	545	234	419	289	200	32	205	142	1286	608	174	157	149	592	386	414	383	627	1544	811	600	1040	574	145	651	304	0	466	364	0	286	438	203	468	150	0	0	43	4622	933	1592	979	1414	817	1117	1277	256	0	890	181	0	0	282	712	0	0	291	0	719	364	607	533	797	1031	818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_33	0	0	0	0	0	0	403	0	0	844	0	705	683	1223	123	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	440	0	144	0	0	305	83519	0	0	0	0	0	21	62	20	488	0	409	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1239	0	18	0	0	0	0	36	0	0	0	0	0	0	0	0	176	131	0	88	0	0	2655	0	0	0	0	0	0	0	0	0	0	0	12	0	136	17	0	0	0	0	0	24	0	28	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_34	591	350	0	1772	0	236	279	1596	0	663	734	390	1021	1389	1343	0	782	4372	910	1378	383	388	675	198	282	1477	1918	947	61	112	399	0	411	278	388	290	0	80	0	1630	920	140	252	0	205	1380	310	654	4842	2199	817	1256	265	0	2702	1427	0	0	320	396	0	0	1150	913	76	569	273	38	926	1083	1098	207	417	317	212	561	64	186	2211	2041	134	48	301	597	478	0	1062	354	31	423	43	0	344	847	152	84	166	308	770	338	2049	1875	762	303	119	123	0	271	376	0	382	705	366	324	118	1818	94	113	55	93	0	373	432	1860	329	1208	713	0	782	1150	203	0	347	821	1890	1577	2658	3403	0	169	108	0	0	30	0	0	20	29	0	0	0	0	0	108	0	30	39	52	37	57	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_35	0	1278	0	124	117	460	0	281	0	0	1089	1572	952	1585	714	927	891	104	0	246	1658	1123	412	0	0	0	612	1756	514	981	944	0	0	2171	2284	1039	0	0	0	1061	5068	899	991	706	0	363	0	0	0	164	3964	6583	2232	0	1114	767	0	0	271	217	0	0	0	1030	139	583	731	190	1164	209	65	0	269	350	603	0	0	0	83	1148	701	714	280	244	54	0	61	1584	688	332	0	0	19	2008	713	233	145	296	0	0	0	0	469	1410	1396	995	0	166	286	171	299	0	1295	1956	0	173	0	0	0	0	0	0	0	672	0	0	0	0	0	108	239	0	3073	5732	1132	768	898	0	0	0	0	0	18	174	0	0	196	154	34	0	0	0	0	1112	0	181	360	486	611	1023	522	38	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	146	296	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_36	1114	82	760	85	0	487	1848	384	874	2678	244	0	514	363	1687	75	0	259	1367	3571	0	844	0	642	1136	0	124	715	262	353	56	629	1633	369	864	1058	462	150	825	279	373	0	0	1620	0	138	412	1908	0	87	0	1365	0	3869	1860	425	0	1893	761	469	489	530	0	0	0	288	246	0	0	0	0	433	0	0	0	1189	1176	816	0	0	898	88	164	305	0	707	492	128	137	1227	109	786	180	0	60	0	640	458	65	424	62	0	0	0	144	1844	1777	499	651	0	859	807	95	2773	385	98	1570	533	438	0	1205	359	831	412	609	383	119	18	5714	65	0	238	412	2818	633	19	474	44	647	202	699	18	328	30	0	36	0	0	344	135	0	0	135	2442	712	514	0	30	0	0	0	87	0	34	135	0	134	13	136	0	9	17	0	105	0	0	0	25	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_37	0	414	0	0	682	1095	587	241	0	0	758	2009	1184	1303	793	890	907	658	0	403	751	2088	1405	0	0	0	817	1369	682	1311	373	0	0	1588	2361	691	0	0	0	549	629	0	442	558	0	420	0	0	0	0	572	1311	1249	628	3275	2725	0	193	617	393	0	0	0	396	853	642	483	456	1795	891	317	0	554	853	1816	320	0	0	186	688	388	634	300	1790	0	0	0	657	1036	0	0	0	0	140	464	207	269	281	0	0	0	0	545	433	1329	1130	358	920	1130	0	1160	236	631	1024	0	0	0	0	0	0	0	0	0	769	0	0	0	0	0	0	1152	1168	1234	2514	1492	1633	4090	593	0	0	0	0	0	12	0	0	23	10	0	0	0	0	0	1508	170	639	374	480	282	412	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	46	72	1315	1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_38	191	302	0	4548	98	409	1240	351	0	0	297	384	690	418	1500	1679	1719	682	300	651	506	86	1523	0	0	0	1468	240	334	356	486	0	0	563	360	801	0	0	0	462	561	344	404	343	2053	831	0	0	650	5746	799	191	206	384	1599	1796	0	138	555	1243	0	0	413	905	283	257	250	1412	1954	843	388	0	794	81	134	206	0	0	96	467	347	367	133	443	296	0	215	68	184	140	0	0	1139	423	88	88	499	276	0	0	654	960	1019	211	136	380	55	1386	1050	0	988	406	520	1370	0	5507	0	0	0	0	0	0	0	900	0	0	0	0	652	1251	91	120	266	1065	338	613	2994	281	0	161	0	0	48	207	0	171	375	225	42	0	0	0	0	1732	0	104	494	1480	471	682	421	0	0	0	17	0	167	42	0	0	0	0	0	67	60	0	44	332	141	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	4184	10656	2717	2059	3934	2631	2139	5400	3088	3322	0	5977	202	0	0	349	366	292	268	198	4038	0	7446	1854	0	952	1991	4994	226	1803	1600	0	2092	2615	1001	2293	1791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_40	546	0	450	170	0	0	0	0	2902	510	0	0	0	0	0	0	0	316	869	0	0	0	0	881	992	0	0	0	0	0	0	1687	380	0	0	0	8448	1315	2751	0	0	0	0	0	0	0	390	2805	0	203	0	0	0	0	0	0	0	0	0	0	819	1183	0	0	0	0	0	0	0	0	0	302	0	0	0	398	664	650	0	0	0	0	0	0	0	486	0	0	0	0	2108	6488	592	0	0	0	0	0	369	731	145	168	0	0	0	0	0	0	0	0	0	717	0	0	631	226	1299	1757	8796	3285	8541	391	1084	0	135	3362	2026	0	532	146	0	0	0	0	0	0	0	659	0	5088	2076	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_41	232	293	0	213	208	0	789	535	695	1769	446	1001	0	548	2580	0	544	872	340	1647	369	349	386	299	1538	330	511	994	0	0	539	178	1447	1869	707	811	86	181	801	1443	363	0	439	0	286	981	0	156	495	277	1156	3824	979	208	445	618	0	779	854	85	135	96	179	770	158	163	999	238	291	375	469	725	57	174	298	258	0	2019	553	250	0	0	281	280	457	0	238	240	733	0	139	23	171	262	272	0	899	441	245	101	343	223	517	462	355	294	2252	147	412	0	1130	424	0	447	0	275	201	153	89	204	45	77	125	360	372	539	1662	0	2642	435	157	0	1038	1405	449	854	1940	612	0	249	0	0	0	106	0	0	118	137	0	0	0	0	0	5312	0	1277	178	210	129	134	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	216	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_42	0	505	0	0	183	416	250	0	0	0	408	1423	4361	1731	1573	963	1181	0	0	0	606	336	0	0	0	0	248	2308	1226	4821	911	0	0	873	4031	469	0	0	0	0	298	258	1792	1472	511	0	0	0	0	0	578	342	5509	1908	3429	421	37	0	115	91	0	0	0	90	589	1712	233	722	946	0	0	0	54	1746	237	0	0	0	0	577	641	1422	378	206	0	0	0	756	408	0	0	0	0	614	738	400	93	19	0	0	0	0	0	273	1968	630	0	4243	634	420	198	0	695	2856	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	54	448	1085	3425	1996	682	710	0	0	0	0	0	0	25	0	12	36	16	10	0	0	0	0	264	0	34	53	198	26	35	20	17	0	82	0	0	0	0	0	0	0	0	0	0	0	0	11	48	133	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_43	0	117	0	350	0	934	2681	220	0	539	0	0	72	296	790	752	1805	352	0	2550	122	308	397	125	184	501	137	113	139	734	871	0	82	460	495	1548	0	0	0	3261	185	117	143	193	1808	774	0	0	686	504	75	128	0	708	860	2081	0	1245	2208	587	0	0	477	0	38	38	440	782	1740	2654	86	0	43	399	631	236	0	251	325	34	106	158	970	885	169	0	437	183	157	231	0	0	263	348	109	0	910	905	39	0	152	673	165	0	17	120	349	461	562	0	2693	0	0	338	0	417	0	0	0	0	0	45	0	2734	0	0	326	0	2280	273	78	143	359	689	835	1953	8064	877	0	90	0	0	0	26	0	0	30	16	0	0	0	0	0	2056	0	335	276	453	312	368	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	285	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_44	438	0	1798	0	0	0	0	108	3878	0	0	0	0	0	0	0	0	281	427	0	0	0	0	2196	678	0	0	0	0	0	0	3347	0	0	0	0	1556	2029	0	0	0	0	0	0	0	355	560	1426	0	0	0	0	0	0	0	0	0	0	0	0	4280	523	0	0	0	0	0	0	0	0	76	121	0	0	0	1571	4298	328	0	0	0	0	0	0	219	1428	0	0	0	0	842	539	0	0	0	0	0	0	931	948	103	0	0	0	0	0	0	0	0	0	0	808	0	0	1788	0	9488	3611	1538	1285	1168	666	1823	0	1567	3890	3456	0	56	0	0	0	0	0	0	0	0	1206	0	6929	842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_45	0	679	0	78	0	1430	1141	0	0	0	120	402	441	917	1823	2007	948	0	0	139	890	1064	204	0	0	0	444	239	920	1174	732	0	0	510	518	1689	0	0	0	68	91	142	334	524	927	186	0	0	0	111	704	1266	941	1243	1299	1221	0	838	627	666	0	0	89	124	217	297	830	827	1155	383	0	0	405	669	616	0	0	0	0	166	433	813	720	540	0	0	0	205	916	116	0	0	0	81	0	286	860	603	0	0	0	0	436	420	579	557	1075	773	628	0	978	0	697	920	0	92	0	0	0	0	0	0	0	535	0	0	0	0	0	0	19	27	509	1240	1669	1506	1140	0	0	0	0	352	1294	798	0	1142	655	526	1066	0	0	0	500	2756	0	246	490	1667	410	541	321	807	0	1478	354	0	347	690	596	0	357	541	0	557	564	0	402	509	171	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_46	0	700	0	308	0	1775	2033	0	0	0	621	1388	683	755	896	673	0	0	0	0	1245	1541	0	0	0	0	0	2256	0	959	0	0	195	1301	1397	0	0	0	0	591	1498	610	852	831	1170	0	0	0	0	0	583	1489	1405	1604	2449	1055	0	803	449	228	0	0	0	437	395	448	244	642	651	195	0	0	831	801	595	0	0	0	0	619	363	520	274	1470	0	0	0	394	1530	0	0	0	0	228	477	473	951	179	0	0	0	0	474	556	1196	989	1231	1281	703	0	866	0	1020	908	0	281	0	0	0	0	0	0	0	286	0	0	0	0	0	0	588	1117	1209	1758	690	589	1526	0	0	0	0	0	0	167	0	220	185	158	0	0	0	0	0	3080	531	1085	351	571	191	268	227	0	0	0	0	0	89	0	0	0	0	0	0	197	0	466	254	424	1056	799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_47	46	172	21	1479	90	181	1775	421	114	1629	153	651	504	558	574	752	1533	380	86	1431	245	137	974	40	788	482	195	206	152	618	475	33	2239	251	204	265	0	0	0	889	216	235	72	971	399	526	60	583	1827	1984	857	1127	505	3062	314	152	0	0	1075	107	0	129	757	138	128	151	263	2722	220	846	145	439	101	136	404	92	42	1365	617	118	76	353	251	97	172	0	239	100	0	635	0	0	1216	413	0	284	660	716	76	23	2329	1136	658	242	317	168	80	1364	83	0	1459	115	243	347	0	1638	8	35	27	22	0	65	51	193	207	189	577	67	2116	1928	53	419	842	2704	1247	420	716	38	0	1126	160	0	0	47	0	41	81	93	4	0	0	0	0	272	0	35	106	412	62	67	26	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	15	67	47	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
